Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
大田　泰示,Fighters,4300,外野手,10,188,95,O型,右,右,広島,1990-06-09,33,0.274,104,429,383,105,14,59,3,38,7,103,0,11,0.35,0.462,0.812,5.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
堀　瑞輝,Fighters,800,投手,2,177,80,A型,左,左,広島,1998-05-10,34,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,2,3,1,1,0.4,154,35.1,33,9,17,3,28,23,23,1.42,6.54
西村　天裕,Fighters,1200,投手,1,177,87,O型,右,右,和歌山,1993-05-06,35,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,2,2,1,8,0.5,102,23,21,1,12,2,25,9,9,1.43,3.08
中村　勝,Fighters,1100,投手,9,184,85,A型,右,右,埼玉,1991-12-11,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
矢野　謙次,Fighters,3000,外野手,16,178,85,O型,右,右,東京,1980-09-21,37,0.235,19,19,17,4,0,1,0,1,1,4,0,0,0.316,0.235,0.551,2.97,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石井　一成,Fighters,1740,内野手,2,181,79,O型,右,左,栃木,1994-05-06,38,0.189,69,163,148,28,1,4,3,12,1,47,2,0,0.255,0.277,0.532,2.41,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高梨　裕稔,Fighters,3600,投手,5,187,87,B型,右,右,千葉,1991-06-05,39,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,5,7,0,0,0.417,459,110,110,21,28,3,78,61,55,1.25,5
高良　一輝,Fighters,840,投手,2,178,80,B型,右,右,沖縄,1994-06-25,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ロドリゲス,Fighters,5000,投手,1,196,81,不明,右,右,ドミニカ共和国,1991-07-06,41,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26,3,2,0,0,0.6,165,37.2,41,0,12,3,23,23,22,1.41,3.09
黒羽根　利規,Fighters,1900,捕手,13,178,89,A型,右,右,神奈川,1987-06-02,42,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
白村　明弘,Fighters,2100,投手,5,187,89,B型,右,左,岐阜,1991-12-11,43,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,0,0,0,0,0,23,4.2,8,1,1,0,4,6,5,1.93,4.83
森山　恵佑,Fighters,840,外野手,2,188,92,B型,左,左,富山,1994-05-02,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平沼　翔太,Fighters,540,内野手,3,179,79,A型,右,左,福井,1997-08-16,45,0.333,7,9,9,3,0,0,0,0,0,2,0,0,0.333,0.444,0.778,5.83,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　瑛斗,Fighters,540,投手,1,184,70,A型,右,左,大分,1999-07-13,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　豊樹,Fighters,970,投手,3,180,95,AB型,右,右,佐賀,1993-12-01,47,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.74,0,0,0,0,0,38,7.2,11,1,5,0,8,10,10,2.09,4.69
高山　優希,Fighters,520,投手,2,181,82,O型,左,左,大阪,1998-05-17,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
公文　克彦,Fighters,1730,投手,6,173,82,A型,左,左,高知,1992-03-04,49,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,2,0,0,11,1,226,54,51,3,14,1,52,15,13,1.2,2.58
鈴木　遼太郎,Fighters,750,投手,1,183,83,A型,右,右,宮城,1996-02-18,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　直也,Fighters,1300,投手,4,191,91,A型,右,右,山形,1996-07-11,51,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,1,2,19,18,0.333,204,48.2,44,4,17,0,53,16,14,1.25,3
宮台　康平,Fighters,750,投手,1,178,83,O型,左,左,神奈川,1995-07-01,52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0,0,0,0,0,24,4.2,4,0,4,2,3,2,2,1.71,5.69
立田　将太,Fighters,500,投手,4,180,89,AB型,右,右,奈良,1996-06-04,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1.12
玉井　大翔,Fighters,1100,投手,2,178,78,A型,右,右,北海道,1992-06-16,54,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,2,3,0,2,0.4,209,48,48,5,13,7,40,24,22,1.27,4
難波　侑平,Fighters,520,内野手,1,178,76,B型,右,左,岡山,1999-05-06,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　貴裕,Fighters,3400,投手,7,183,85,AB型,左,左,群馬,1989-07-17,56,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52,0,2,0,0,0,45,9.2,12,0,8,0,6,7,7,2.07,4.05
杉浦　稔大,Fighters,1350,投手,5,189,89,A型,右,右,北海道,1992-02-25,57,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,2,0,0,0,1,47,12.2,6,1,3,1,11,4,4,0.71,3.36
横尾　俊建,Fighters,1300,内野手,3,177,93,O型,右,右,東京,1993-05-27,58,0.207,74,210,193,40,9,24,0,9,4,45,2,5,0.255,0.358,0.612,2.65,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
吉田　侑樹,Fighters,950,投手,3,187,83,B型,右,右,大阪,1994-02-16,59,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,0,1,0,0,0,20,3.2,6,0,2,0,2,6,3,2.18,3.67
郡　拓也,Fighters,490,捕手,2,178,78,B型,右,右,東京,1998-04-25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
姫野　優也,Fighters,470,外野手,3,184,82,B型,右,両,大阪,1997-04-02,61,0,2,5,4,0,0,0,0,1,0,3,0,1,0.2,0,0.2,-2.46,-2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙濱　祐仁,Fighters,510,内野手,4,183,84,B型,右,右,佐賀,1996-08-08,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
北浦　竜次,Fighters,520,投手,1,184,85,AB型,左,左,栃木,2000-01-12,63,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1.12
谷口　雄也,Fighters,1500,外野手,8,182,88,B型,右,左,三重,1992-06-01,64,0,6,6,6,0,0,0,0,0,0,2,0,0,0,0,0,-2.77,-2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
太田　賢吾,Fighters,690,内野手,4,186,81,A型,右,左,埼玉,1997-01-19,65,0.194,54,41,36,7,0,5,0,2,0,11,3,1,0.237,0.306,0.542,1.84,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大嶋　匠,Fighters,560,捕手,7,180,91,A型,右,左,群馬,1990-02-14,66,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-2.7,-2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岸里　亮佑,Fighters,530,外野手,5,180,76,B型,右,左,岩手,1995-04-03,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　亮,Fighters,650,捕手,5,180,84,O型,右,右,神奈川,1995-07-20,68,0.22,32,57,50,11,0,3,0,4,1,16,2,1,0.291,0.28,0.571,2.57,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今井　順之助,Fighters,480,内野手,2,177,91,A型,右,左,岐阜,1998-05-25,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
實松　一成,Fighters,1100,捕手,20,177,88,A型,右,右,佐賀,1981-01-18,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
荻野　貴司,Lotte,3800,外野手,9,172,75,O型,右,右,奈良,1985-10-21,0,0.287,78,351,317,91,2,25,20,13,9,25,9,6,0.33,0.372,0.703,4.43,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
清田　育宏,Lotte,5000,外野手,9,180,85,A型,右,右,千葉,1986-02-11,1,0.226,96,303,261,59,2,27,2,32,0,63,6,8,0.306,0.295,0.601,2.84,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
根元　俊一,Lotte,2820,内野手,13,177,77,A型,右,左,東京,1983-07-08,2,0.186,28,45,43,8,0,3,0,0,0,18,1,0,0.182,0.233,0.414,0.86,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
角中　勝也,Lotte,13100,外野手,12,180,85,A型,右,左,石川,1987-05-25,3,0.265,112,470,411,109,7,57,3,48,5,63,0,9,0.345,0.382,0.727,4.69,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤岡　裕大,Lotte,1430,内野手,1,178,77,O型,右,左,岡山,1993-08-08,4,0.23,143,611,535,123,5,42,14,44,5,97,26,9,0.294,0.305,0.599,2.73,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
安田　尚憲,Lotte,1240,内野手,1,188,95,A型,右,左,大阪,1999-04-15,5,0.151,17,60,53,8,1,7,0,7,0,20,0,0,0.25,0.264,0.514,2.09,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鈴木　大地,Lotte,11000,内野手,7,175,79,O型,右,左,静岡,1989-08-18,7,0.266,143,558,477,127,8,49,8,44,17,55,14,11,0.346,0.398,0.744,4.78,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中村　奨吾,Lotte,3500,内野手,4,180,79,A型,右,右,兵庫,1992-05-28,8,0.284,143,639,552,157,8,57,39,60,22,94,0,11,0.374,0.393,0.767,5.51,5.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
福浦　和也,Lotte,3500,内野手,25,183,88,B型,左,左,千葉,1975-12-14,9,0.21,82,196,181,38,1,11,0,10,2,34,0,4,0.256,0.249,0.505,1.8,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
加藤　翔平,Lotte,3100,外野手,6,183,84,AB型,右,両,埼玉,1991-03-28,10,0.231,69,132,121,28,0,9,7,5,1,25,4,3,0.266,0.314,0.58,2.83,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
佐々木　千隼,Lotte,1970,投手,2,181,83,O型,右,右,東京,1994-06-08,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
石川　歩,Lotte,11000,投手,5,186,80,A型,右,右,富山,1988-04-11,12,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,9,8,0,0,0.529,559,133.1,137,15,29,3,77,61,58,1.25,4.13
平沢　大河,Lotte,1310,内野手,3,176,80,A型,右,左,宮城,1997-12-24,13,0.213,112,353,291,62,5,32,8,48,3,82,8,1,0.328,0.33,0.657,4.09,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大谷　智久,Lotte,8800,投手,9,176,82,A型,右,右,兵庫,1985-02-14,14,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1,3,0,18,0.25,191,41.2,50,9,17,1,36,25,25,1.61,5.28
関谷　亮太,Lotte,2050,投手,3,180,84,A型,右,右,神奈川,1991-05-10,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,0,0,0,0,21,5,5,0,1,0,2,3,3,1.2,2.92
涌井　秀章,Lotte,20000,投手,14,185,85,A型,右,右,千葉,1986-06-21,16,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,7,9,0,0,0.438,629,150.2,155,16,43,2,99,65,62,1.31,4
唐川　侑己,Lotte,5600,投手,11,181,80,O型,右,右,千葉,1989-07-05,19,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,1,3,0,4,0.25,188,47.2,43,5,10,1,31,17,15,1.11,3.81
東條　大樹,Lotte,1200,投手,3,177,81,O型,右,右,神奈川,1991-08-15,20,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,0,0,0,2,0,42,11.2,6,2,4,0,10,2,2,0.86,4.66
内　竜也,Lotte,4500,投手,15,182,87,A型,右,右,神奈川,1985-07-13,21,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,3,5,26,7,0.375,241,58.2,51,5,19,1,54,25,25,1.19,3.21
田村　龍弘,Lotte,5700,捕手,6,174,80,A型,右,右,大阪,1994-05-13,22,0.239,143,476,415,99,3,35,3,40,3,68,16,13,0.309,0.328,0.636,3.14,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
酒居　知史,Lotte,2250,投手,2,178,80,A型,右,右,大阪,1993-01-02,23,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,2,6,0,0,0.25,373,83.2,91,12,35,4,55,57,52,1.51,5.07
吉田　裕太,Lotte,1580,捕手,5,183,94,O型,右,右,千葉,1991-07-21,24,0.1,8,12,10,1,0,0,0,1,0,2,1,0,0.182,0.1,0.282,-0.11,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
金澤　岳,Lotte,1040,捕手,16,180,82,O型,右,左,栃木,1984-05-05,25,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,-2.81,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山本　大貴,Lotte,1150,投手,1,182,80,B型,左,左,北海道,1995-11-10,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,1,0,0,0,17,3,5,0,4,0,1,4,2,3,6.45
松永　昂大,Lotte,6000,投手,6,175,82,O型,左,左,香川,1988-04-16,28,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,2,5,0,26,0.286,172,40,40,1,18,2,35,15,14,1.45,3.12
西野　勇士,Lotte,7500,投手,10,182,82,A型,右,右,富山,1991-03-06,29,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,0,0,0,0,0,75,16,20,2,6,0,19,12,11,1.63,3.5
大嶺　祐太,Lotte,2625,投手,12,184,80,A型,右,左,沖縄,1988-06-16,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
菅野　剛士,Lotte,1150,外野手,1,171,83,A型,右,左,東京,1993-05-06,31,0.176,53,161,131,23,2,18,1,20,5,27,4,4,0.306,0.275,0.581,2.75,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
髙濱　卓也,Lotte,1200,内野手,11,184,84,A型,右,左,佐賀,1989-07-06,32,0.25,10,12,12,3,0,0,0,0,0,2,0,0,0.25,0.25,0.5,2,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
南　昌輝,Lotte,3400,投手,8,182,88,A型,右,右,和歌山,1989-01-18,33,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,0,6,0.5,152,33,37,0,17,1,29,13,11,1.64,2.73
土肥　星也,Lotte,1020,投手,2,186,82,B型,左,左,大阪,1995-07-07,34,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,2,1,0,0,0.667,125,28.1,30,4,16,0,16,16,16,1.62,5.41
渡邉　啓太,Lotte,960,投手,1,177,72,B型,右,右,福島,1993-09-13,35,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,0,1,0,0,0,129,28,37,2,10,0,12,18,15,1.68,4.26
有吉　優樹,Lotte,2800,投手,2,178,87,AB型,右,右,千葉,1991-03-12,36,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,6,5,0,2,0.545,462,106,118,15,31,4,54,50,44,1.41,4.9
三木　亮,Lotte,2240,内野手,5,175,78,A型,右,右,大阪,1991-10-25,37,0.235,66,41,34,8,0,4,3,1,1,8,5,2,0.278,0.265,0.542,2.09,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
伊志嶺　翔大,Lotte,1840,外野手,8,179,79,A型,右,右,沖縄,1988-05-12,38,0.283,18,57,46,13,0,2,1,6,2,10,3,0,0.389,0.326,0.715,4.55,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡　大海,Lotte,2000,外野手,5,185,80,B型,右,右,岡山,1991-07-15,39,0.204,51,166,142,29,3,13,7,15,5,30,2,3,0.299,0.303,0.602,3.1,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島　孝明,Lotte,595,投手,2,180,82,A型,右,右,千葉,1998-06-26,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
成田　翔,Lotte,670,投手,3,170,70,B型,左,左,秋田,1998-02-03,41,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,0,0,0,0,0,17,4,3,0,2,0,1,2,2,1.25,4.12
ドミンゲス,Lotte,9000,内野手,1,188,99,不明,右,右,アメリカ,1989-08-28,42,0.19,37,93,84,16,7,16,0,6,3,18,0,0,0.269,0.488,0.757,4.66,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
井上　晴哉,Lotte,1350,内野手,5,180,114,A型,右,右,広島,1989-07-03,44,0.292,133,548,476,139,24,99,1,63,3,106,0,7,0.374,0.506,0.88,6.99,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
宗接　唯人,Lotte,730,捕手,2,183,90,O型,右,右,兵庫,1994-07-06,45,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2.92,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岩下　大輝,Lotte,550,投手,4,181,80,O型,右,右,石川,1996-10-02,46,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,1,3,0,6,0.25,117,25.2,28,0,13,1,17,14,13,1.6,3.43
田中　靖洋,Lotte,1250,投手,13,183,88,A型,右,右,石川,1987-06-21,47,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,2,1,0,5,0.667,113,26.1,27,3,5,1,16,13,13,1.22,3.73
宮﨑　敦次,Lotte,800,投手,4,171,72,A型,左,左,山口,1992-12-08,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
チェン・グァンユウ,Lotte,2160,投手,8,179,75,B型,左,左,台湾,1990-10-29,49,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,0,1,0,1,0,178,41.1,40,6,20,0,27,20,18,1.45,5.15
大嶺　翔太,Lotte,1000,内野手,9,180,82,A型,右,右,沖縄,1991-09-17,50,0.294,10,18,17,5,0,0,1,1,0,8,0,0,0.333,0.294,0.627,4.32,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
オルモス,Lotte,6700,投手,1,193,99,不明,左,左,アメリカ,1990-04-12,51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71,0,2,0,0,0,33,7,9,0,6,0,5,9,6,2.14,4.26
益田　直也,Lotte,11000,投手,7,177,80,B型,右,右,和歌山,1989-10-25,52,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,2,6,3,17,0.25,264,64.1,44,6,27,3,61,26,22,1.1,3.79
江村　直也,Lotte,920,捕手,8,176,83,B型,右,右,広島,1992-05-06,53,0.063,35,18,16,1,0,0,0,1,0,5,1,1,0.118,0.063,0.18,-1.62,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
大隣　憲司,Lotte,1000,投手,12,176,88,A型,左,左,京都,1984-11-19,55,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,0,2,0,0,0,14,1.2,8,2,0,0,0,8,7,4.8,18.72
原　嵩,Lotte,500,投手,3,185,85,B型,右,右,茨城,1997-12-06,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
香月　一也,Lotte,580,内野手,4,176,83,A型,右,左,福岡,1996-04-16,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高野　圭佑,Lotte,900,投手,3,178,76,A型,右,右,広島,1991-12-28,58,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,1,0,0,0,1,73,17.1,23,1,4,0,10,8,8,1.56,3.41
細谷　圭,Lotte,2520,内野手,13,182,84,B型,右,右,群馬,1988-01-17,59,0.182,21,27,22,4,0,1,1,4,0,3,1,0,0.308,0.227,0.535,2.98,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
阿部　和成,Lotte,810,投手,11,183,80,A型,右,右,福岡,1989-05-19,60,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,0,1,0,0,0,21,4,4,0,4,0,2,3,1,2,4.37
三家　和真,Lotte,520,外野手,4,180,80,B型,右,両,和歌山,1993-08-13,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
永野　将司,Lotte,770,投手,1,181,82,A型,左,左,大分,1993-03-02,62,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,15,4,1,0,4,0,3,0,0,1.25,4.62
種市　篤暉,Lotte,480,投手,2,183,83,AB型,右,右,青森,1998-09-07,63,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,0,4,0,0,0,169,38.1,42,5,13,1,28,28,26,1.43,4.45
